Year,State,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Insolvent?,R2_NextYear,R1_normal,R2_normal,R3_normal,R4_normal,R5_normal,R6_normal,R7_normal,R8_normal,R9_normal,R10_normal,R11_normal,R12_normal,R13_normal
2007,IL,509,128,28,7,79,2.7,23,23,106,77,2,8,0,Solvent,87,1,1,1,1,1,0,1,1,0,0,1,1,1
2008,IL,247,87,-22,2,85,3.4,16,3,78,10,0,-5,-30,Solvent,71,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IL,183,71,-38,1,99,2.6,-24,-8,78,12,-6,-5,-43,Solvent,72,1,1,0,1,1,0,0,1,1,1,1,1,1
2010,PA,144,72,11,1,101,1.6,9,13,71,12,1,-8,-32,Solvent,74,1,1,1,1,0,0,1,1,1,1,1,1,1
2011,PA,135,74,-5,1,102,0.6,-7,-7,70,6,-2,-4,-16,Solvent,83,1,1,1,1,0,0,1,1,1,1,1,1,1
2012,PA,153,83,-8,2,109,0.5,-18,-15,79,15,-1,-1,10,Insolvent,172,1,1,1,1,0,0,0,0,1,1,1,1,1
2013,PA,383,172,90,1,106,0.7,-9,-9,98,16,9,7,112,Insolvent,161,1,1,0,1,0,0,1,1,1,1,1,1,0
2014,PA,439,161,-27,1,105,0.6,-21,-21,107,25,8,17,50,Insolvent,157,1,1,1,1,0,0,0,0,0,1,1,1,0
2015,PA,440,157,4,0,106,0.7,7,7,136,19,1,10,-14,Insolvent,123,1,1,1,1,0,0,1,1,0,1,1,1,1
2006,HI,207,157,8,0,94,3.7,22,-4,70,19,3,-1,-9,Insolvent,141,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,HI,183,141,0,0,93,4.2,11,11,69,5,0,3,-15,Insolvent,121,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,HI,156,121,-1,0,95,3.9,15,15,67,6,2,0,-12,Insolvent,113,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,HI,154,113,-14,1,99,3.4,-10,-10,79,26,10,5,-7,Insolvent,101,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,HI,146,101,-6,2,102,3.1,4,4,78,20,-6,-7,-15,Insolvent,113,1,1,1,1,0,1,1,1,1,1,1,1,1
2011,HI,157,113,16,2,98,2.3,3,3,77,16,-4,-5,-6,Insolvent,128,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,HI,179,128,14,1,94,2.6,0,0,77,14,-9,-16,5,Insolvent,112,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,HI,217,112,-16,1,99,2.5,-5,-5,75,15,-7,-18,-10,Insolvent,156,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,HI,252,156,23,1,110,2.2,-12,-12,85,23,-7,-16,-30,Insolvent,167,1,1,1,1,0,0,0,0,1,1,1,1,1
2015,HI,262,167,6,1,110,2.2,-1,-1,86,17,-1,-11,-23,Insolvent,177,1,1,1,1,0,0,1,1,1,1,1,1,1
2008,IL,28,9,999,1,-39,2,260,6,51,9,0,0,0,Solvent,28,1,1,0,1,1,0,0,1,1,1,1,1,1
2009,IL,97,28,236,3,53,6.8,8,8,83,14,0,0,0,Solvent,29,1,1,0,1,1,0,1,1,1,1,1,1,1
2010,IL,117,29,8,4,66,6.7,4,4,78,13,3,0,-6,Solvent,38,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,IL,122,38,42,3,68,5.2,9,6,77,11,-3,1,-14,Solvent,39,1,1,0,1,1,1,1,1,1,1,1,1,1
2012,IL,124,39,16,3,82,3.5,12,3,77,11,0,-2,-13,Solvent,42,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,IL,137,42,11,3,104,1.6,2,2,85,12,0,0,-11,Solvent,58,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,IL,166,58,35,4,104,3.7,-2,-6,87,13,4,0,-10,Solvent,49,1,1,0,1,0,1,1,1,1,1,1,1,1
2015,IL,144,49,-8,4,102,3,10,-1,86,11,-6,-1,-13,Solvent,54,1,1,1,1,0,0,1,1,1,1,1,1,1
2006,NJ,491,49,-2,23,109,2.5,15,-24,94,10,8,31,47,Insolvent,153,1,1,1,0,0,0,1,0,1,1,1,0,0
2007,NJ,636,153,234,16,74,2.3,40,40,147,61,15,-20,-7,Solvent,62,1,1,0,0,1,0,1,0,0,0,1,1,1
2008,NJ,359,62,-33,2,75,7.2,65,-1,82,41,1,17,-44,Solvent,66,1,1,0,1,1,0,0,1,1,0,1,1,1
2006,AZ,181,171,-14,0,96,3.5,2,2,59,1,-4,-14,46,Solvent,60,1,1,1,1,1,1,1,1,1,1,1,1,0
2007,AZ,67,60,-69,0,107,3.6,-12,-12,35,1,-2,-4,-5,Solvent,21,1,1,0,1,0,1,0,0,1,1,1,1,1
2008,AZ,22,21,8,0,127,4,214,-10,14,0,-4,-5,-2,Insolvent,103,1,1,1,1,0,1,0,0,1,1,1,1,1
2009,GA,147,103,388,0,110,4,-3,-7,45,11,-3,-5,-16,Insolvent,125,1,1,0,1,0,1,1,1,1,1,1,1,1
2012,GA,11,9,999,0,999,1.5,-8,-8,21,0,-7,-1,-5,Solvent,77,1,1,0,1,0,0,1,1,1,1,1,1,1
2006,MA,111,29,2,0,90,2.6,3,3,65,3,0,0,-1,Solvent,25,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,MA,98,25,-11,0,87,3,4,4,62,3,-1,-1,0,Solvent,25,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,MA,98,25,2,0,85,2.9,3,3,68,4,0,-1,0,Insolvent,163,1,1,1,1,1,0,1,1,1,1,1,1,1
2009,MA,261,163,425,0,101,2.2,-21,-21,85,54,0,0,2,Insolvent,106,1,1,0,1,0,0,0,0,1,0,1,1,1
2010,MA,209,106,-36,0,104,2.4,-2,-2,66,3,2,1,2,Solvent,56,1,1,0,1,0,0,1,1,1,1,1,1,1
2011,MA,201,56,-48,0,106,1.9,-2,-2,70,11,-2,-5,-17,Solvent,65,1,1,0,1,0,0,1,1,1,1,1,1,1
2012,MA,143,65,2,0,124,2.5,-12,-12,82,7,-7,-8,-15,Solvent,61,1,1,1,1,0,0,0,0,1,1,1,1,1
2013,MA,134,61,-4,0,120,2.6,3,3,65,11,-6,-10,-1,Solvent,63,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,MA,84,63,6,0,98,2,3,3,52,7,-4,-11,5,Solvent,62,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,MA,79,62,5,0,93,2.2,6,6,43,3,-1,-6,5,Solvent,61,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,CT,283,186,228,0,90,3,9,9,62,0,10,14,42,Insolvent,136,1,1,0,1,1,0,1,1,1,1,1,1,0
2007,CT,188,136,-25,0,93,3.8,2,2,63,1,11,15,16,Solvent,93,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,CT,95,93,-30,0,102,4.5,2,2,61,0,-2,9,-12,Solvent,96,1,1,1,1,0,1,1,1,1,1,1,1,1
2009,CT,96,96,-5,0,99,3.5,-8,-8,60,0,-4,-5,-7,Solvent,76,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,CT,101,76,-14,0,90,3.4,9,9,53,0,-6,-13,-5,Insolvent,109,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CT,170,109,46,0,88,2.4,3,3,69,12,-3,-6,0,Solvent,77,1,1,0,1,1,0,1,1,1,1,1,1,1
2012,CT,128,77,-40,0,111,3.1,-15,-15,66,8,-7,-9,-9,Solvent,71,1,1,0,1,0,1,0,0,1,1,1,1,1
2013,CT,120,71,-4,0,119,2.5,4,4,64,13,-7,-12,-1,Solvent,73,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,CT,124,73,6,0,97,2.1,4,4,53,8,-5,-13,5,Solvent,71,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,CT,121,71,5,0,91,1.9,7,7,46,4,-1,-7,6,Solvent,68,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,CT,53,21,999,0,0,6.3,11,11,63,6,-8,-80,0,Solvent,15,1,1,0,1,1,1,1,1,1,1,1,1,1
2010,CT,22,10,-13,0,25,3.5,-31,-31,35,2,-5,-11,-14,Solvent,9,1,1,1,1,1,1,0,0,1,1,1,1,1
2011,CT,19,9,-13,0,19,3.7,2,2,31,1,-7,-9,-9,Solvent,9,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CT,20,9,9,0,20,3,1,1,28,2,-6,-12,0,Solvent,10,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,DE,22,10,23,0,44,1.7,11,11,25,2,-6,-11,0,Solvent,11,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,DE,23,11,20,0,63,1.6,14,14,28,2,-5,-10,0,Solvent,12,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,DE,25,12,3,0,77,1.5,-5,-5,31,2,-3,-7,-3,Solvent,12,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,ID,72,62,5,0,86,4,8,9,60,0,-11,-21,19,Solvent,73,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,ID,83,73,21,0,92,4.3,3,3,63,0,-16,-26,-10,Solvent,63,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,ID,74,63,-10,0,93,4.5,3,4,62,0,-16,-32,-33,Solvent,55,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,ID,56,45,13,0,101,3.7,0,0,58,0,-8,-20,-3,Solvent,59,1,1,1,1,0,1,1,1,1,1,1,1,1
2012,ID,68,59,28,0,106,3.4,-2,-2,58,0,-11,-21,24,Solvent,68,1,1,1,1,0,1,1,1,1,1,1,1,1
2013,ID,79,68,13,0,102,3.1,-1,-1,59,0,-9,-28,12,Solvent,81,1,1,1,1,0,1,1,1,1,1,1,1,1
2014,ID,93,81,29,0,97,2.6,8,8,56,0,-5,-15,31,Solvent,90,1,1,1,1,1,0,1,1,1,1,1,1,0
2015,ID,105,90,14,0,96,2.4,2,2,59,0,-7,-6,11,Solvent,88,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,NY,166,134,8,0,91,3.9,10,10,75,11,-13,-6,-25,Insolvent,125,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,NY,164,125,7,0,92,4.2,14,14,75,9,-1,-16,-25,Insolvent,109,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,NY,146,109,-5,0,94,4.5,9,9,75,5,1,-2,-35,Insolvent,129,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NY,172,129,3,0,96,4.1,-13,-13,79,3,1,11,-54,Solvent,92,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,NY,160,92,-18,0,96,3.6,15,15,85,8,5,-3,-52,Solvent,87,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,NY,130,87,11,0,89,3.3,18,18,80,5,-8,0,-22,Solvent,78,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,NY,115,78,5,0,83,3.1,17,17,78,6,-23,-26,-17,Solvent,76,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,NY,113,76,7,0,87,2.7,9,9,78,4,1,-13,-14,Solvent,66,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,NY,97,66,2,0,95,1.9,18,18,77,4,2,4,-16,Solvent,69,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,NY,100,69,14,0,95,1.8,10,10,77,5,0,3,-14,Solvent,63,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,UT,20,15,11,0,68,3.4,1,1,22,0,-1,4,-1,Solvent,16,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,UT,21,16,5,0,74,4,1,1,22,0,7,5,9,Solvent,18,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,UT,23,18,8,0,79,4.3,-2,-2,23,0,3,11,9,Solvent,21,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,UT,26,21,9,0,74,3.9,-8,-8,25,0,2,4,8,Solvent,20,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,UT,26,20,8,0,84,2.8,11,11,24,0,5,8,11,Solvent,19,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,UT,26,19,-3,0,98,2.8,3,3,24,0,3,8,5,Solvent,21,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,UT,26,21,13,0,98,2.9,2,2,24,0,3,4,4,Solvent,23,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,UT,29,23,9,0,102,2.2,-2,-2,25,0,6,4,7,Solvent,24,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,UT,30,24,-3,0,114,1.4,0,0,30,0,0,10,1,Solvent,24,1,1,1,1,0,0,1,1,1,1,1,1,1
2015,UT,30,24,2,0,96,2.4,1,1,35,0,-1,-2,-13,Solvent,26,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,IN,911,31,11,0,48,4.7,14,11,39,0,0,3,4,Solvent,28,0,1,1,1,1,1,1,1,1,1,1,1,1
2007,IN,757,28,1,0,48,4.7,13,11,38,0,1,2,0,Solvent,24,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,IN,736,24,-1,0,47,4.5,12,2,36,0,-1,1,-2,Solvent,21,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IN,664,21,-2,0,43,4.5,12,10,34,1,-1,-2,-3,Solvent,18,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,IN,587,18,-4,0,42,4.3,10,10,32,1,-1,-1,-3,Solvent,16,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,IN,501,16,-1,0,42,4.1,17,9,28,1,-1,-1,-2,Solvent,15,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,IN,451,15,2,0,49,4,7,7,27,1,0,0,-1,Solvent,14,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,IN,393,14,0,0,54,3.7,7,7,26,1,0,0,-1,Solvent,12,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,IN,289,12,1,0,52,3.3,22,5,22,1,0,0,0,Solvent,11,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,IN,271,11,3,0,50,3,5,5,23,1,0,0,0,Solvent,11,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,LA,265,267,12,0,94,3.6,-5,-5,73,0,-9,-15,-14,Insolvent,173,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,LA,173,173,-24,0,100,3.3,17,17,63,0,-17,-21,-6,Insolvent,167,1,1,1,1,0,1,1,1,1,1,1,1,1
2008,LA,167,167,15,0,91,3.7,18,18,49,0,-17,-26,-3,Insolvent,250,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,LA,262,250,29,0,95,3.1,-14,-14,62,0,-9,-23,-13,Insolvent,315,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,LA,330,315,25,0,101,3.1,-1,-1,60,0,-17,-19,-4,Insolvent,271,1,0,1,1,0,1,1,1,1,1,1,1,1
2011,LA,341,271,-20,4,104,3,-6,-6,54,0,6,-16,11,Insolvent,267,1,1,1,1,0,0,1,1,1,1,1,1,1
2012,LA,335,267,-14,4,107,3.2,-13,-13,57,0,3,1,-5,Insolvent,423,1,1,1,1,0,1,0,0,1,1,1,1,1
2013,LA,638,423,-15,11,113,2.9,-47,-47,90,0,24,5,10,Insolvent,405,1,0,1,1,0,0,0,0,1,1,0,1,1
2007,CT,60,16,999,0,0,4.3,21,1,26,13,0,-87,0,Solvent,35,1,1,0,1,1,1,1,1,1,1,1,1,1
2008,CT,106,35,285,1,84,5.6,75,0,37,15,0,0,0,Solvent,35,1,1,0,1,1,1,0,1,1,1,1,1,1
2009,CT,153,35,5,1,87,4.2,6,1,52,18,-1,1,-16,Solvent,-8,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,CT,31,-8,1,84,2.7,4,4,55,17,-1,-2,-22,115844,Solvent,29,1,1,1,0,1,1,1,0,1,1,1,1,0
2011,CT,143,29,-6,2,92,1.8,0,0,62,15,0,-1,-17,Solvent,24,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,CT,122,24,-20,1,104,0.9,-1,-1,59,14,0,1,-17,Solvent,24,1,1,1,1,0,0,1,1,1,1,1,1,1
2013,CT,121,24,3,1,94,0.5,4,4,58,17,-5,-3,-10,Solvent,31,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,CT,134,31,33,0,80,0.4,2,2,63,19,-4,-7,5,Solvent,37,1,1,0,1,1,0,1,1,1,1,1,1,1
2015,CT,154,37,20,0,90,0.5,0,0,65,22,-4,-7,9,Solvent,54,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,MI,397,282,5,0,84,3.8,210,210,63,0,-15,-7,-24,Insolvent,293,1,1,1,1,1,1,0,0,1,1,1,1,1
2007,MI,440,293,8,0,86,4.3,4,4,66,0,-5,-22,-6,Insolvent,284,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,MI,458,284,5,0,87,4.4,8,8,67,0,0,-5,-8,Insolvent,280,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,MI,463,280,6,0,90,4.5,8,8,69,5,-1,0,-11,Insolvent,287,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,MI,469,287,13,0,92,3.5,10,10,70,4,-3,-3,-10,Insolvent,279,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,MI,473,279,11,0,91,3.6,14,14,70,5,-7,-6,-12,Insolvent,279,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,MI,498,279,8,0,91,3.1,7,7,66,3,-6,-11,-7,Insolvent,286,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,MI,523,286,7,0,93,2.7,5,5,67,6,-1,-7,-3,Insolvent,291,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,MI,558,291,5,0,92,2.5,3,3,69,6,-2,-1,-1,Insolvent,297,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,MI,617,297,12,0,91,2.6,10,10,72,8,0,-2,4,Insolvent,289,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,AR,86,77,33,0,86,3.8,11,11,34,0,-1,0,-1,Solvent,81,1,1,0,1,1,1,1,1,1,1,1,1,1
2007,AR,95,81,-10,0,100,4.2,-15,-15,39,0,-1,-1,-3,Solvent,74,1,1,1,1,0,1,0,0,1,1,1,1,1
2010,AR,218,110,-35,2,151,3.2,-32,-32,54,0,-7,-3,-8,Insolvent,164,1,1,0,1,0,1,0,0,1,1,1,1,1
2011,AR,319,164,31,13,132,3.4,-12,-12,52,0,-2,-8,-1,Insolvent,366,1,1,1,1,0,1,0,0,1,1,1,1,1
2012,AR,834,366,-25,43,133,3.5,-67,-81,97,0,-10,-2,-14,Insolvent,117,1,0,1,0,0,1,0,0,1,1,1,1,1
2013,AR,305,117,-58,20,153,3,31,40,26,0,369,-2,97,Insolvent,137,1,1,0,0,0,0,1,0,1,1,0,1,0
2014,AR,193,137,50,1,128,2.3,28,-53,39,0,12,-83,-11,Insolvent,152,1,1,0,1,0,0,1,0,1,1,1,1,1
2015,AR,193,152,29,2,130,1.5,16,-47,34,0,-7,11,1,Solvent,83,1,1,1,1,0,0,1,0,1,1,1,1,1
2006,IA,149,103,21,11,81,3.8,75,26,73,11,-2,-11,4,Insolvent,116,1,1,1,1,1,1,0,0,1,1,1,1,1
2007,IA,177,116,21,12,65,5,8,8,76,14,0,-2,2,Solvent,79,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,IA,126,79,17,10,58,4.6,71,21,75,8,0,-1,0,Solvent,51,1,1,1,1,1,1,0,1,1,1,1,1,1
2009,IA,88,51,-22,12,55,4.9,20,20,73,5,1,-1,0,Solvent,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,IA,46,29,-38,24,61,4.8,10,10,71,5,3,1,-1,Solvent,30,1,1,0,0,1,1,1,1,1,1,1,1,1
2011,IA,56,30,28,12,57,3.9,23,23,68,5,-3,3,0,Solvent,28,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,IA,46,28,5,14,38,3.6,13,13,64,2,-1,-3,1,Solvent,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,IA,29,29,19,0,35,3.1,13,13,59,2,0,-1,0,Solvent,34,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,IA,34,34,26,82,37,3.2,10,10,56,3,0,0,0,Solvent,38,1,1,1,0,1,1,1,1,1,1,1,1,1
2015,IA,39,38,22,12,43,3,8,8,55,3,0,0,0,Solvent,40,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,TN,278,200,17,0,86,3.8,13,13,65,13,-8,-5,-7,Insolvent,187,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,TN,261,187,2,0,89,4,13,13,63,12,-7,0,6,Insolvent,219,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,TN,305,219,10,0,92,4.2,-5,-5,70,16,-3,-8,1,Insolvent,198,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,TN,276,198,-4,0,94,4.5,6,6,59,20,-1,-4,4,Insolvent,204,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,TN,283,204,0,0,93,4.9,-2,-2,58,13,0,-1,3,Insolvent,176,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,OH,326,176,-7,0,94,4.8,8,8,51,14,4,2,3,Insolvent,193,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,OH,327,193,13,0,99,4.5,3,2,56,16,6,6,-3,Insolvent,179,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,OH,304,179,-2,0,99,3.8,6,6,49,8,2,9,-3,Insolvent,208,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,OH,353,208,13,0,96,3,-3,-4,54,8,2,3,1,Insolvent,229,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,OH,398,229,13,0,96,2.7,3,3,64,22,1,4,3,Insolvent,233,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,FL,246,90,9,0,87,3.9,40,-7,78,0,0,26,36,Solvent,76,1,1,1,1,1,1,1,1,1,1,1,0,0
2007,FL,166,76,4,0,78,4,23,23,89,43,-2,-1,3,Solvent,44,1,1,1,1,1,1,1,1,1,0,1,1,1
2008,FL,115,44,-39,0,75,4.6,4,4,78,15,-9,-10,1,Solvent,60,1,1,0,1,1,1,1,1,1,1,1,1,1
2009,FL,125,60,12,0,77,4.2,-17,-17,81,13,0,-8,-39,Solvent,43,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,FL,94,43,-24,0,72,3.9,5,5,77,10,-7,-6,-40,Solvent,39,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,FL,81,39,7,0,72,3.8,18,18,66,9,-4,-11,5,Solvent,46,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,FL,190,175,23,0,37,4.2,-8,-8,23,9,0,-4,-3,Insolvent,169,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,FL,181,169,13,0,40,4.6,17,17,20,6,6,-1,4,Insolvent,182,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,FL,195,182,10,0,34,5.2,2,2,22,6,-7,5,7,Insolvent,180,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,FL,190,180,28,0,34,3.6,29,29,24,7,1,-7,-6,Solvent,100,1,1,1,1,1,1,1,0,1,1,1,1,1
2010,FL,105,100,-16,0,32,1.3,51,51,13,3,-11,-2,-1,Solvent,88,1,1,1,1,1,0,0,0,1,1,1,1,1
2011,FL,93,88,2,0,30,1,16,16,9,4,-2,-12,-2,Solvent,74,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,FL,78,74,7,0,31,1,26,26,8,4,-1,-2,0,Solvent,73,1,1,1,1,1,0,1,0,1,1,1,1,1
2013,FL,77,73,-1,0,32,0.7,0,0,22,3,0,-1,-1,Insolvent,106,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,FL,110,106,-1,0,33,0.5,-32,-32,44,4,-1,0,-1,Insolvent,108,1,1,1,1,1,0,0,0,1,1,1,1,1
2015,FL,112,108,4,0,31,0.5,3,3,15,5,-1,-1,0,Insolvent,110,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,NJ,99,93,37,0,76,3.8,28,28,78,48,-13,-7,-7,Solvent,85,1,1,0,1,1,1,1,0,1,0,1,1,1
2007,NJ,89,85,8,0,74,4.7,17,17,75,42,0,-13,-1,Solvent,71,1,1,1,1,1,1,1,1,1,0,1,1,1
2008,NJ,72,71,-6,0,82,4.8,13,13,71,36,1,-2,-8,Solvent,59,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NJ,59,59,-17,0,88,5.1,0,0,68,29,5,2,-13,Solvent,46,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NJ,46,46,-15,0,92,4.4,9,9,55,13,3,9,-10,Solvent,30,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,CA,146,138,-14,1,85,3.3,14,14,70,16,2,10,-3,Solvent,78,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CA,85,78,-21,0,75,4.2,41,41,50,14,-4,3,18,Solvent,87,1,1,1,1,1,1,1,0,1,1,1,1,1
2008,CA,95,87,11,0,74,4,-2,-2,50,13,-2,-4,3,Solvent,96,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CA,106,96,0,0,76,4.5,-9,-9,49,1,2,-3,-3,Solvent,85,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,CA,96,85,-4,0,77,4.3,8,8,45,0,-5,2,-6,Insolvent,101,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CA,113,101,9,0,86,3.8,-8,-8,49,0,-4,-7,-13,Insolvent,109,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CA,126,109,7,0,90,3.2,-1,-1,49,0,-2,-4,1,Insolvent,119,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,CA,133,119,12,1,86,2.7,2,2,48,0,-3,-3,4,Insolvent,130,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,CA,144,130,12,1,87,2.4,3,3,51,0,-4,-6,-5,Insolvent,124,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,CA,136,124,2,1,89,2.3,7,6,50,0,0,-5,-1,Insolvent,146,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,NC,343,6,999,2,999,3.5,-7,-7,80,19,2,1,0,Solvent,31,1,1,0,1,0,1,1,1,1,1,1,1,1
2007,NC,312,31,581,3,64,4.3,40,13,49,30,-8,1,0,Solvent,27,1,1,0,1,1,1,1,1,1,1,1,1,1
2008,NC,381,27,-15,4,39,4.5,0,0,64,28,0,-8,-1,Solvent,19,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NC,296,19,-23,4,46,3.5,7,7,45,22,0,-1,0,Solvent,13,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NC,240,13,-32,10,53,2.1,2,2,66,16,3,0,-4,Solvent,9,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,NC,204,9,-21,10,50,2.4,11,11,39,23,-2,3,-2,Solvent,36,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,NC,244,36,376,17,70,1.5,18,1,47,13,-1,-1,0,Solvent,35,1,1,0,0,1,0,1,1,1,1,1,1,1
2006,CA,458,46,6,0,54,4.6,19,19,42,1,-1,-2,0,Solvent,43,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CA,490,43,4,0,52,5.3,13,13,33,3,-1,-2,-1,Solvent,37,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,IN,445,76,199,0,79,3.2,5,5,64,0,-2,-3,-10,Solvent,66,1,1,0,1,1,1,1,1,1,1,1,1,1
2013,IN,391,66,2,0,87,2.9,18,10,53,0,-1,-3,-3,Solvent,62,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,IN,391,62,3,0,90,2.9,10,4,51,0,1,-1,1,Solvent,65,1,1,1,1,1,0,1,1,1,1,1,1,1
