Year,State,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Insolvent?,R2_NextYear,R1_normal,R2_normal,R3_normal,R4_normal,R5_normal,R6_normal,R7_normal,R8_normal,R9_normal,R10_normal,R11_normal,R12_normal,R13_normal
2008,TN,0,0,999,0,0,5,9,9,18,0,0,14,0,Solvent,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2009,TN,0,0,0,0,0,3.6,4,4,17,0,-1,-1,0,Solvent,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,TN,0,0,0,0,0,1,-45,-45,24,0,2,1,0,Solvent,0,1,1,1,1,1,0,0,0,1,1,1,1,1
2006,NY,108,69,-26,4,82,5.7,-4,-4,76,25,-8,-4,-26,Solvent,97,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,NY,152,97,41,7,90,5.4,0,0,79,18,-7,-11,-27,Solvent,88,1,1,0,1,1,1,1,1,1,1,1,1,1
2008,NY,141,88,0,9,93,5.3,10,10,70,14,-10,-3,-14,Insolvent,120,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NY,166,120,45,4,88,5,6,6,82,22,-9,-4,3,Insolvent,186,1,1,0,1,1,1,1,1,1,1,1,1,1
2010,NY,206,186,62,1,87,4.7,4,4,79,20,-13,-24,1,Solvent,99,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,NY,110,99,31,0,91,4.2,146,-2,61,9,-5,-14,2,Insolvent,128,1,1,1,1,1,1,0,1,1,1,1,1,1
2012,NY,142,128,29,0,91,4.1,0,0,67,14,-3,-18,-2,Insolvent,218,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,NY,251,218,59,3,92,3.5,-6,-6,79,23,6,-3,15,Insolvent,1350,1,1,0,1,1,1,1,1,1,1,1,1,1
2014,NY,3029,1350,-28,228,121,3.4,-88,-88,113,267,81,63,-66,Insolvent,144,0,0,1,0,0,1,0,0,0,0,0,0,1
2015,NY,311,144,-31,19,178,3.1,551,-139,93,13,789,136,-90,Solvent,19,1,1,1,0,0,1,0,0,1,1,0,0,1
2006,OH,729,314,-2,0,82,4,-7,-7,75,8,-6,-5,-7,Insolvent,311,1,0,1,1,1,1,1,1,1,1,1,1,1
2007,OH,689,311,-8,0,82,5,-7,-7,77,9,-4,-8,-8,Insolvent,314,1,0,1,1,1,1,1,1,1,1,1,1,1
2008,OH,774,314,-6,0,85,4.9,-7,-7,78,12,2,-3,-9,Insolvent,293,1,0,1,1,1,1,1,1,1,1,1,1,1
2009,OH,765,293,-4,0,89,3.9,3,2,79,9,1,3,-5,Insolvent,306,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,OH,793,306,0,0,91,2,-4,-4,76,9,-2,-1,-1,Insolvent,305,1,0,1,1,1,0,1,1,1,1,1,1,1
2011,OH,738,305,1,0,89,2.2,2,2,71,4,-5,-4,-5,Insolvent,310,1,0,1,1,1,0,1,1,1,1,1,1,1
2012,OH,716,310,4,0,90,2,2,2,73,6,-2,-7,-3,Insolvent,312,1,0,1,1,1,0,1,1,1,1,1,1,1
2013,OH,695,312,7,0,92,2.1,6,6,74,4,1,-3,-1,Insolvent,310,1,0,1,1,1,0,1,1,1,1,1,1,1
2014,OH,664,310,5,0,92,2.3,5,5,74,4,1,2,1,Insolvent,306,1,0,1,1,1,0,1,1,1,1,1,1,1
2015,OH,630,306,5,0,90,1.9,7,7,73,4,-1,1,4,Insolvent,311,1,0,1,1,1,0,1,1,1,1,1,1,1
2006,CA,136,126,-7,0,79,3.6,34,34,68,1,-15,-16,-11,Solvent,92,1,1,1,1,1,1,1,0,1,1,1,1,1
2007,CA,99,92,-7,0,70,4.4,26,26,52,1,-15,-23,-3,Solvent,85,1,1,1,1,1,1,1,0,1,1,1,1,1
2008,CA,92,85,0,0,72,4,9,9,49,1,-2,-16,-4,Insolvent,106,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CA,114,106,10,0,85,4.7,-12,-16,50,0,-4,-5,3,Solvent,94,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,CA,99,94,1,0,87,5.8,14,14,48,2,5,-4,0,Solvent,94,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CA,100,94,12,0,87,5.4,12,12,50,1,1,4,-4,Solvent,91,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CA,97,91,7,0,87,5.8,10,10,50,2,0,1,2,Solvent,87,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,CA,93,87,4,0,89,5.2,9,9,53,1,2,3,2,Solvent,86,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,CA,91,86,9,0,91,3.8,11,11,51,1,2,3,1,Insolvent,134,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,CA,156,134,2,2,93,2.7,-35,-35,61,3,1,2,-1,Insolvent,136,1,1,1,1,1,0,0,0,1,1,1,1,1
2006,OK,212,212,3,0,84,3,11,11,13,3,-1,-1,0,Insolvent,219,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,OK,219,219,2,0,82,2.6,-1,-1,15,4,0,-1,0,Insolvent,222,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,OK,222,222,1,0,80,3.9,-1,-1,18,4,-1,-1,0,Insolvent,325,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,OK,325,325,4,0,80,3.3,-29,-32,33,6,0,-1,-1,Insolvent,301,1,0,1,1,1,1,0,0,1,1,1,1,1
2010,OK,301,301,6,0,79,4,14,17,18,6,0,0,0,Insolvent,295,1,0,1,1,1,1,1,1,1,1,1,1,1
2011,OK,295,295,-2,0,78,3.4,0,0,18,6,0,0,0,Insolvent,281,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,OK,281,281,-4,0,77,3.3,0,0,18,4,0,0,0,Insolvent,304,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,OK,304,304,1,0,79,3,-7,-7,22,4,0,0,0,Insolvent,310,1,0,1,1,1,0,1,1,1,1,1,1,1
2014,OK,310,310,3,0,83,2.9,1,1,19,5,0,0,0,Insolvent,283,1,0,1,1,1,0,1,1,1,1,1,1,1
2015,OK,283,283,-23,0,86,2.7,-16,-16,17,5,0,0,0,Insolvent,284,1,1,1,1,1,0,0,0,1,1,1,1,1
2006,DE,999,33,-6,0,66,3.4,1,1,85,8,3,6,-7,Solvent,31,0,1,1,1,1,1,1,1,1,1,1,1,1
2007,DE,993,31,7,0,68,4.2,14,14,74,7,9,11,7,Solvent,31,0,1,1,1,1,1,1,1,1,1,1,1,1
2010,DE,731,41,-34,0,77,2.9,-5,-5,82,5,3,-7,-1,Solvent,36,1,1,0,1,1,0,1,1,1,1,1,1,1
2011,DE,657,36,-8,0,92,2.6,4,4,79,6,0,2,-23,Solvent,42,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,DE,694,42,7,0,97,1.9,-8,-6,80,8,0,-1,-17,Solvent,46,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,DE,737,46,13,0,103,1.9,3,3,91,10,-1,-1,0,Solvent,50,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,DE,833,50,3,0,83,7.9,-6,-6,78,10,-1,-1,15,Solvent,53,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,DE,972,53,-5,0,75,2.3,-10,-10,84,15,-2,-3,-3,Solvent,60,0,1,1,1,1,0,0,0,1,1,1,1,1
2006,DE,57,43,-3,1,103,3.3,29,29,60,3,-7,11,-19,Solvent,44,1,1,1,1,0,1,1,0,1,1,1,1,1
2007,DE,50,44,16,1,67,4.1,15,15,58,3,-10,-14,7,Solvent,63,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,DE,76,63,26,2,69,4.7,-12,-12,73,7,-4,-11,18,Solvent,67,1,1,1,1,1,1,0,0,1,1,1,1,1
2009,DE,88,67,63,2,81,4.4,53,10,64,8,-18,-20,11,Insolvent,108,1,1,0,1,1,1,0,1,1,1,1,1,1
2010,DE,131,108,75,2,88,3.8,8,8,73,19,-11,-32,8,Insolvent,134,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,DE,215,134,31,2,93,3.9,6,6,82,25,2,-16,19,Insolvent,148,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,MO,278,27,999,0,40,3.8,-3,-3,27,0,0,0,0,Solvent,40,1,1,0,1,1,1,1,1,1,1,1,1,1
2010,MO,410,40,38,2,104,3.2,-7,-7,33,0,0,0,4,Solvent,49,1,1,0,1,0,1,1,1,1,1,1,1,1
2011,MO,501,49,6,3,115,2.8,-13,-13,35,0,0,0,1,Solvent,60,1,1,1,1,0,0,0,0,1,1,1,1,1
2006,MD,188,182,11,0,91,4.4,8,8,55,0,1,0,-4,Insolvent,198,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,MD,205,198,20,0,87,5,10,10,61,4,-8,-8,4,Insolvent,111,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,MD,206,102,31,0,93,1.9,3,3,56,7,-2,-4,-11,Insolvent,113,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,MD,228,113,13,0,93,0.6,2,2,60,9,-5,-3,-8,Insolvent,123,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,MD,250,123,12,0,95,0.9,2,2,64,8,-6,-5,-6,Solvent,57,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,MD,220,57,-33,0,116,1.2,44,-18,65,8,-12,-8,-17,Solvent,72,1,1,0,1,0,0,1,0,1,1,1,1,1
2014,MD,305,72,45,0,118,1.6,14,14,60,6,-2,-13,-4,Solvent,34,1,1,0,1,0,0,1,1,1,1,1,1,1
2015,MD,171,34,-52,0,103,1.7,3,3,51,7,-5,-2,-1,Solvent,49,1,1,0,1,0,0,1,1,1,1,1,1,1
2007,ID,131,49,-9,6,157,2.9,-2,-14,91,7,8,2,-22,Insolvent,206,1,1,1,1,0,0,1,0,1,1,1,1,1
2008,ID,227,206,126,20,131,6.3,-46,-19,83,29,20,23,58,Solvent,0,1,1,0,0,0,1,0,0,1,1,0,0,0
2009,ID,74,0,-100,0,63,3.4,78,72,62,8,-11,16,-11,Solvent,0,1,1,0,1,1,1,0,0,1,1,1,1,1
2006,MD,111,111,30,0,57,4.1,17,17,249,6,-3,2,1,Insolvent,114,1,1,1,1,1,1,1,1,0,1,1,1,1
2007,MD,115,114,22,0,54,4.5,18,18,274,6,-3,-3,-2,Solvent,97,1,1,1,1,1,1,1,1,0,1,1,1,1
2008,MD,97,97,12,0,44,6.4,32,32,336,6,-5,-5,-4,Solvent,78,1,1,1,1,1,1,1,0,0,1,1,1,1
2009,MD,78,78,-4,0,43,6.9,20,20,326,3,3,-2,1,Solvent,77,1,1,1,1,1,0,1,1,0,1,1,1,1
2010,MD,77,77,9,0,49,5.5,10,10,292,4,-2,3,0,Solvent,68,1,1,1,1,1,1,1,1,0,1,1,1,1
2011,MD,68,68,-4,0,57,5,8,8,263,5,0,-2,0,Solvent,59,1,1,1,1,1,1,1,1,0,1,1,1,1
2012,MD,59,59,-22,0,62,4.6,-10,-10,261,4,-1,1,0,Solvent,57,1,1,1,1,1,1,0,0,0,1,1,1,1
2013,MD,57,57,4,0,63,4.4,8,8,261,4,-1,-1,-1,Solvent,64,1,1,1,1,1,1,1,1,0,1,1,1,1
2014,MD,64,64,20,0,60,4.1,8,8,201,5,2,3,3,Solvent,77,1,1,1,1,1,1,1,1,0,1,1,1,1
2015,FL,78,77,-4,0,62,3.4,-21,-21,210,7,-3,0,-2,Solvent,68,1,1,1,1,1,1,0,0,0,1,1,1,1
2006,IL,110,76,4,3,76,3.9,19,19,70,9,-15,-12,-38,Solvent,77,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,IL,108,77,16,2,68,4.2,13,13,69,7,-9,-21,-21,Solvent,63,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,IL,87,63,-11,1,60,4.5,9,9,65,6,-17,-20,-17,Solvent,51,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IL,68,51,-16,1,58,4.7,4,4,63,5,-9,-28,-31,Solvent,33,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,IL,46,33,-22,1,61,4.1,20,20,55,4,-9,-17,-25,Solvent,29,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,IL,40,29,-10,1,49,5.4,3,3,52,3,-7,-21,-23,Solvent,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,IL,38,27,-7,1,35,4.9,-1,-1,48,3,-11,-18,-12,Solvent,31,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,IL,44,31,6,1,39,4.8,-5,-5,48,4,-7,-17,-5,Solvent,39,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,IL,51,39,22,0,46,4,-4,-4,51,4,-7,-11,9,Solvent,45,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,IL,57,45,3,1,47,4.7,-12,-12,57,4,-6,-11,8,Solvent,46,1,1,1,1,1,1,0,0,1,1,1,1,1
2006,NH,186,59,-5,4,71,3.8,15,15,98,24,-6,-8,-22,Solvent,50,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,NH,147,50,0,2,65,4.2,17,17,98,13,-3,-9,-25,Solvent,40,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,NH,118,40,-8,1,61,4.3,15,15,97,10,-3,-7,-21,Solvent,30,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NH,92,30,-21,1,57,4,7,7,95,12,-3,-6,-25,Solvent,23,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NH,73,23,-15,1,51,4,10,10,89,6,-3,-6,-22,Solvent,19,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,NH,60,19,-6,1,44,3.9,12,12,86,6,-3,-6,-15,Solvent,13,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,NH,52,13,-24,1,39,3.6,9,9,80,9,-1,-5,-14,Solvent,14,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,NH,47,14,14,1,37,3.3,7,7,75,7,-1,-3,-8,Solvent,17,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,NH,54,17,30,0,49,2.9,7,7,70,8,-1,-2,11,Solvent,17,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,NH,50,17,19,0,16,2.7,18,18,59,14,-20,-25,10,Solvent,7,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,OH,37,37,-16,0,51,3.8,17,17,51,2,-7,-8,-20,Solvent,33,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,OH,34,33,-7,0,40,4.6,2,2,49,5,-9,-14,-21,Solvent,33,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,OH,34,33,-26,0,20,5.2,-26,-26,53,2,-11,-17,-21,Solvent,25,1,1,1,1,1,1,0,0,1,1,1,1,1
2009,OH,26,25,-30,0,7,5.4,-8,-8,50,1,-12,-19,-27,Solvent,17,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,OH,17,17,-36,0,11,4.9,-4,-4,46,1,-4,-15,-24,Solvent,12,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,OH,13,12,-22,0,0,4.7,7,7,38,1,-12,-14,-13,Solvent,15,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,OH,15,15,16,0,0,4.8,-3,-3,33,1,-9,-21,1,Solvent,25,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,OH,25,25,58,0,8,4.4,-5,-5,36,2,-1,-10,12,Solvent,38,1,1,0,1,1,1,1,1,1,1,1,1,1
2014,OH,38,38,44,0,68,3.2,-6,-6,44,3,3,0,21,Solvent,47,1,1,0,1,1,1,1,1,1,1,1,1,1
2015,OH,47,47,20,0,81,2.6,-2,-2,52,3,3,5,7,Solvent,48,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,CT,441,85,-11,0,80,4.5,-6,-6,73,5,3,20,-4,Solvent,83,1,1,1,1,1,1,1,1,1,1,1,0,1
2007,CT,373,83,6,0,79,4.5,8,8,70,5,-2,5,-3,Solvent,82,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,CT,317,82,4,0,72,4.5,6,6,69,5,-3,-4,7,Solvent,83,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CT,278,83,1,0,75,4.4,0,0,70,4,-6,-8,1,Solvent,77,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,CT,218,77,0,0,76,4.2,8,6,68,4,-5,-12,-2,Solvent,78,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CT,185,78,2,0,78,4.1,0,0,70,4,-4,-9,0,Solvent,88,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CT,179,88,4,0,89,4,-8,-8,73,4,-1,-7,1,Solvent,87,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,CT,162,87,2,0,92,3.6,3,3,71,5,-3,-4,1,Solvent,84,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,CT,145,84,3,0,84,3.4,6,6,69,6,-2,-5,3,Solvent,84,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,CT,185,84,0,0,80,3.3,1,1,71,5,-5,-7,-3,Solvent,86,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,NY,180,110,21,6,96,3.2,25,25,69,10,-23,-6,-4,Solvent,76,1,1,1,1,1,1,1,0,1,1,1,1,1
2007,NY,138,76,-13,5,80,3.3,26,26,64,8,-28,-24,-25,Solvent,58,1,1,1,1,1,1,1,0,1,1,1,1,1
2010,NY,70,35,-44,1,63,3.5,6,6,55,6,-18,-26,-29,Solvent,12,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,NY,67,12,-65,0,86,3,2,2,49,8,-7,-22,-23,Solvent,17,1,1,0,1,1,0,1,1,1,1,1,1,1
2012,NY,59,17,107,0,105,2.5,46,-4,40,5,-4,-11,0,Solvent,35,1,1,0,1,0,0,1,1,1,1,1,1,1
2013,NY,64,35,107,0,97,2.5,1,1,42,7,-4,-9,24,Solvent,51,1,1,0,1,1,0,1,1,1,1,1,1,1
2014,NY,87,51,51,1,83,2.4,5,5,49,8,1,-4,17,Solvent,82,1,1,0,1,1,0,1,1,1,1,1,1,1
2015,NY,120,82,62,1,86,2.4,1,1,61,10,10,6,18,Solvent,90,1,1,0,1,1,0,1,1,1,1,1,1,1
2008,IL,263,64,999,1,999,4.9,-23,-23,76,7,-2,-88,0,Solvent,66,1,1,0,1,0,1,0,0,1,1,1,1,1
2009,IL,272,66,-34,1,183,4.8,-36,-56,90,4,5,-1,-8,Insolvent,141,1,1,0,1,0,1,0,0,1,1,1,1,1
2010,IL,585,141,132,0,164,2.8,8,-84,99,4,17,7,-82,Insolvent,102,1,1,0,1,0,0,1,0,1,1,1,1,1
2011,IL,186,102,-46,0,127,2.2,-26,-26,98,5,5,19,269,Solvent,85,1,1,0,1,0,0,0,0,1,1,1,1,0
2012,IL,172,85,8,0,135,2.6,29,29,82,11,8,15,93,Insolvent,107,1,1,1,1,0,0,1,0,1,1,1,1,0
2013,IL,357,107,35,0,110,2.1,8,8,78,8,-3,-9,54,Insolvent,179,1,1,0,1,0,0,1,1,1,1,1,1,0
2014,IL,505,179,85,0,89,1.6,11,11,83,17,0,13,118,Insolvent,181,1,1,0,1,1,0,1,1,1,1,1,1,0
2015,IL,526,181,24,1,87,1.3,22,13,95,21,-5,-4,84,Insolvent,151,1,1,1,1,1,0,1,1,1,1,1,1,0
2006,OH,192,59,38,1,83,4.6,6,6,51,16,-8,-8,-4,Solvent,60,1,1,0,1,1,1,1,1,1,1,1,1,1
2007,OH,201,60,7,1,84,5.3,5,5,50,18,-5,-8,4,Solvent,72,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,OH,208,72,23,1,83,5.3,3,3,45,16,2,-4,9,Solvent,80,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,OH,185,80,10,0,85,4.9,-1,-1,46,18,1,0,5,Solvent,76,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,OH,168,76,-4,1,90,5,0,0,45,17,0,-2,3,Solvent,75,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,OH,170,75,0,1,94,4.4,1,1,43,17,-2,0,4,Solvent,77,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,OH,184,77,6,1,91,4.1,3,3,46,17,-5,-4,-3,Solvent,73,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,OH,203,73,-2,3,90,3.5,4,4,51,22,-2,-5,-5,Solvent,86,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,OH,228,86,18,3,91,3,1,1,57,24,2,-2,-3,Solvent,82,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,OH,233,82,-2,3,92,2.8,3,3,58,22,-1,3,-4,Solvent,59,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,TX,282,2,11,0,0,5.1,6,6,7,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,TX,275,2,1,0,0,5.3,6,6,4,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,TX,264,2,-1,0,0,5.4,6,6,4,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,TX,252,2,-2,0,0,4.8,5,5,4,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,TX,219,2,-4,0,0,4,5,5,5,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,TX,183,2,-1,0,0,3.7,5,5,4,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,TX,156,2,2,0,0,3.3,3,3,6,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,TX,130,2,0,0,0,3.8,5,5,4,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,TX,115,2,1,0,0,3.7,4,4,4,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,TX,100,2,3,0,0,3.3,4,4,4,0,0,0,0,Solvent,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,CT,190,77,11,0,80,4.6,9,9,62,0,1,6,10,Solvent,71,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CT,168,71,1,0,79,4.8,10,10,60,0,3,4,1,Solvent,67,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,CT,171,67,-1,0,77,4.7,4,14,60,0,-2,2,-5,Solvent,96,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CT,222,96,-2,0,76,4.8,-32,-30,72,6,-3,-4,-12,Solvent,83,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,CT,174,83,-4,0,77,4.6,11,11,69,5,-2,-4,-11,Solvent,85,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CT,174,85,-1,0,79,4.4,-3,-3,69,5,-2,-5,-9,Solvent,95,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CT,212,95,2,0,87,4.2,-9,-9,72,5,2,-2,-5,Solvent,90,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,CT,231,90,0,0,90,4,5,5,71,5,-1,1,-3,Solvent,90,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,CT,247,90,1,0,86,3.9,2,2,71,5,1,0,-1,Solvent,87,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,CT,256,87,3,0,84,3.5,6,6,70,5,1,3,3,Solvent,95,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,IL,90,81,11,0,81,5.1,10,10,63,0,1,6,10,Solvent,75,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,IL,84,75,1,0,79,5.2,10,10,63,0,3,5,1,Solvent,73,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,IL,82,73,-1,0,77,5.4,1,12,63,0,-2,2,-6,Solvent,79,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IL,89,79,-2,0,75,5.4,-10,5,68,5,-3,-4,-10,Solvent,73,1,1,1,1,1,1,0,1,1,1,1,1,1
2010,IL,84,73,-4,0,75,5.2,3,12,67,4,-2,-4,-10,Solvent,74,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,IL,83,74,-1,0,77,4.9,-1,-1,67,4,-2,-4,-8,Solvent,79,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,IL,88,79,2,0,85,4.8,-5,-5,70,4,2,-2,-4,Solvent,76,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,IL,84,76,0,0,89,4.7,3,3,72,4,-1,1,-3,Solvent,77,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,IL,84,77,1,0,84,4.6,1,1,72,4,1,0,-1,Solvent,78,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,IL,85,78,3,0,81,4.4,2,2,73,4,1,3,3,Solvent,83,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,NY,101,50,19,2,55,3.4,14,14,60,6,-13,-35,-7,Solvent,47,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,NY,110,47,-14,3,49,4,-8,-8,75,4,-16,-31,-28,Solvent,46,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,NY,97,46,43,4,45,4.2,44,44,47,3,-11,-21,-2,Solvent,37,1,1,0,1,1,1,1,0,1,1,1,1,1
2009,NY,94,37,-15,6,53,4.2,6,6,47,2,-8,-16,-6,Solvent,23,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NY,52,23,13,3,58,2.8,85,85,40,3,-16,-20,-6,Solvent,30,1,1,1,1,1,0,0,0,1,1,1,1,1
2011,NY,60,30,37,4,64,2.6,4,4,38,8,-7,-26,-10,Solvent,40,1,1,0,1,1,0,1,1,1,1,1,1,1
2012,NY,73,40,29,4,84,2.5,-2,-2,41,3,-5,-9,-4,Solvent,64,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,NY,115,64,56,6,93,2,-3,-3,54,13,-6,-11,-7,Insolvent,118,1,1,0,1,1,0,1,1,1,1,1,1,1
2014,NY,215,118,80,12,88,1.7,-2,-2,74,32,-1,-8,9,Insolvent,145,1,1,0,1,1,0,1,1,1,1,1,1,1
2015,NY,300,145,6,13,96,1.5,-14,-14,86,35,3,-1,-14,Insolvent,119,1,0,1,1,1,0,0,0,1,1,1,1,1
2009,TX,10,9,999,0,2,3.1,-1,-1,33,1,0,0,0,Solvent,19,1,1,0,1,1,1,1,1,1,1,1,1,1
2010,TX,38,19,393,3,103,1.6,141,-10,34,13,2,0,0,Solvent,46,1,1,0,1,0,0,0,0,1,1,1,1,1
2011,TX,92,46,146,4,93,3.4,1,1,50,16,0,3,-1,Solvent,75,1,1,0,1,1,1,1,1,1,1,1,1,1
2012,TX,162,75,68,7,92,3.2,3,3,65,23,2,1,-7,Solvent,33,1,1,0,1,1,1,1,1,1,1,1,1,1
2013,TX,61,33,55,2,92,2.3,247,2,67,6,4,2,-1,Solvent,45,1,1,0,1,1,0,0,1,1,1,1,1,1
2014,TX,81,45,35,2,92,2.4,0,4,78,7,2,8,-3,Solvent,55,1,1,0,1,1,0,1,1,1,1,1,1,1
2015,TX,93,55,20,2,92,2.4,-2,-2,91,11,1,3,-5,Solvent,58,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,NJ,48,46,-3,2,126,3.9,23,23,39,2,29,70,44,Solvent,54,1,1,1,1,0,1,1,1,1,1,0,0,0
2007,NJ,76,54,1,1,138,0,-14,-14,16,2,6,36,97,Solvent,73,1,1,1,1,0,0,0,0,1,1,1,0,0
2010,NJ,106,39,2,107,3.9,2,2,46,12,18,14,-15,4107,Solvent,95,1,1,1,0,1,0,1,0,1,1,1,1,0
2011,NJ,114,95,6,1,98,2.5,19,19,11,6,14,29,42,Insolvent,111,1,1,1,1,1,0,1,1,1,1,1,0,0
